,.I,data,.B
709,710.0,an international mass spectral search system msss v a status report heller  the status of msss is described problems and experiences that have been encountered in three years of commmercial operation of this system are reported and discussed,
710,711.0,development and production of chemical titles a current awareness index publication prepared with the aid of a computer freeman  dysn  the introduction of chemical titles in 1961 marked the first publication produced almost entirely by computers and other data processing equipment the success of this innovation has generated many requests for more information about it with this in mind we hope to encourage other organizations to make use of this technique for dissemination of information by presenting here a history of chemical titles development coupled with a description of its production,
711,712.0,technical abstracting fundamentals ii writing principles and practices weil  zarember  owen  abstracts can serve their purpose best only if they are carefully written to transmit important information to readers quickly and accurately this requires knowledge of audience needs habits and desires ability to identify the key facts in the document ability to organize these facts to present them in the order best suited to the audience and ability to write the abstracts clearly concisely and in conformity with the style rules of the medium involved some of these abilities are inborn but all can be learned by study practice and criticism,
712,713.0,patent citation indexing and the notions of novelty similarity and relevance garfield  the unique features of the references cited in u s patents are discussed in relation to their use in the patent section of the science citation index which adds a new dimension to patent searching citation indexing provides a new basis for clarifying the concepts of similarity coupling novelty and relevance,
713,714.0,weighted term search a computer program for an inverted coordinate index on magnetic tape thomson  ten to 15 years ago much technical literature was accurately indexed according to strict rules of classification today because of the large amount of technical data written it is no longer practical to apply the same rigid indexing procedures we should therefore be concerned with new search techniques which will allow us to handle input at the lower level we are forced to accept this paper describes such a search technique,
714,715.0,articulation in the generation of subject indexes by computer armitage  a simple and logical model for the automatic generation of subject indexes from title like phrases is described and its advantages and disadvantages are discussed it is based on recent studies of the structure of articulated subject indexes such as those to chemical abstracts the model employs the prepositions and connectives of phrases of simple structure as articulating points and selects from all possible forms of entries those which lead to optimal organization in an index the technique is illustrated with part of an index to a recent abstracting journal the wide variety of controls which can be exerted by the indexer and the program is discussed,
715,716.0,reading behavior of chemists gushee  most discussions about the future design of chemical information systems emphasize the effects of computer speed on composition storage searching and retrieval little attention has been paid to the behavior of the scientist chemist toward the learning process and the role of the literature in that learning process the acs has gained some insight into this behavior and thus urges caution before one leaps to the uncritical conclusion that the literature as now constituted is dead but has not yet fallen over what seems more likely when human behavior patterns are considered is that the new and the old will co exist side by side for several generations and that the system s current emphasis on completeness will be replaced with selective compression,
716,717.0,current information dissemination ideas and practices cooper  a detailed description and a tabulated summary of the salient feature of 17 current awareness information services are presented to illustrate various approaches to handling the current information dissemination problem,
717,718.0,critical reviews introductory remarks henderson  critical reviews are examined in terms of the quality and quantity of their present production and the measure of their value and utility to scientists in meeting information needs the paper presented the viewpoint of user sponsor author and editor and discuss present problems and possible future solutions,
718,719.0,critical reviews the user s point of view herring  scientists are worried about the information explosion and the amount of published literature that could have a significant impact on their work one thing that can help is a condensation and evaluation of the published material this is the task of reviews and without them the other tools for dealing with the information explosion will be inadequate suggestions are made on ways for authors and editors to make their reviews more eccessible and more useful and on the need for better education of users,
719,720.0,a selective current awareness system using engineering index s plastics data base ii performance wagner  the operational performance over a 17 month period of the previously described selective dissemination system is presented of the 21 000 notifications sent to about 20 users 91 were evaluated of these 14 were of document ordered interest 48 were of interest 27 were marginal and 11 were of no interest recall data obtained from about half the users over a period of eight months show the precision factor recall factor products are generally greater than 0 5 the effect of iterative profile adjustments on precision recall performance is discussed a comparison made with four other sdi systems shows a relatively high level of performance for this system,
720,721.0,user experiences with primary journals on 16 mm microfilm starker  the availability of scientific journals on 16 mm film is a relatively new phenomenon user acceptance of this microfilm application has been greatly improved by loading the file into cartridges and making use of motor driven reader printers this equipment permits rapid searching of the microfilm and adds the convenience of on the spot hard copy prints as needed of prime importance are the economic advantages of these editions since they allow many special libraries to stretch greatly the space available to them for journal housing the economics of this approach are also discussed as are the reactions of the scientists and information personnel who use them,
721,722.0,information transfer limitations of titles of chemical documents bottle  seeley  some methods of estimating the minimum amounts of information in a document not retrievable through its title are discussed an analysis of the information transferred by different types of keywords is helpful in planning search strategies e g 30 of chemical substances mentioned in journal articles are not discernable in their titles even when broad class names are used as synonyms patents have considerably less informative titles than journal articles in nuclear science report titles are also less informative than those of journal articles but the proportion of reports with completely uninformative titles is now only 10 of the 1957 value titles in chemistry are more informative than those in most other fields but the use of alerting and other services based on titles requires a good understanding of the underlying information transfer principles,
722,723.0,the development cost and impact of a current awareness service in an industrial town bowman  brown  the development of a current awareness system in the dow chemical company has resulted in four established services one based on internal information and the other three on chemical abstracts in addition several other services are now being tried or considered the operation of such a service is expensive but the willingness of the user to pay for it and responses to a survey indicate that it is a useful and worthwhile tool to the scientist and engineer the use of such services also has a significant effect on other established information services,
723,724.0,document access weil  long range copies of needed documents will be rapidly and inexpensively supplied to users in libraries or at their desks by querying an electronic network linking document sources central libraries and publishers in the interim local libraries will slowly progress through increased dependence on local holdings of microfilm to development of and dependence on regional national and discipline networks for access to most of the documents desired these developments will depend however on resolution of the copyright problem by mechanisms that will fairly remunerate the copyright owners as background and because radical change is not expected overnight the paper also reviews conventional and sophisticated storage systems including microfilm facsimile and video copyright aspects costs need for speed other user considerations and standards,
724,725.0,an inquiry on new forms of primary publications moore  some of the problems associated with present journal publications practices are discussed these are attributed to the fact that as the literature has expanded the needs of both authors and readers are no longer being met by printing and distributing all of the material accepted to all subscribers a two edition system is proposed with short versions of papers in a broad circulation issue and expanded versions including full details and discussion in library circulation microfilm editions reactions of chemists to such a system are discussed it is recommended that two edition journals be developed in a evolutionary way by increasing use of the acs mcirofilm editions for sections of articles and for supplementary documents to accompany communications,
725,726.0,evaluation of the database ca condensates compared with chemical titles hansen  the performance of ca condensates and chemical titles based on analysis of precision and relative recall ct cc for a collection of 46 search profiles was studied over a period of one year special emphasis was laid on the function of the keyword phrases of cc and the users attitude towards literature categories not represented in ct the results are discussed in terms of the value of the systems for danish users seen from users and the documentalist s point of view,
726,727.0,evaluation of search time for two computerized information retrieval systems at the university of georgia park  two statistical models for estimating search time have been developed for the ca condensates data base using the university of georgia text search system graphs showing the effect of data base size and number of search terms on search time are presented comparative timings between the chemical abstracts service search program and the university of georgia search program are made for the ca condensates data base,
727,728.0,user assessment of computer based bibliographic retrieval services carmon  park  the academic users of the bibliographic information dissemination center were surveyed to determine the ways in which the search results were being used the impact which the services had had on professional activities such as research and instruction the interface between the computer based retrieval and the traditional form of library resources and the effect of document overlap between different data bases the survey results indicate that the dissemination services are being used by a large portion of the faculty and the graduate students within the university system of georgia with an average of 3 to 5 people seeing the bibliography from each search question over 97 of the respondees indicated some or substantial contribution to their professional activities with the major contributions being a savings or more efficient use of time and broadened subject coverage the users indicated several changes in library use habits as a result of the computer based searches among them more direct access to the primary literature and increased use of library resources as they had been made aware of new sources and media e g microforms percentage responses on these and related topics are presented,
728,729.0,an indexing coverage study of toxicological literature montgomery  a data base of 1873 citations dated 1960 1969 was obtained through an author survey of the members of the society of toxicology coverage was determined by checking the author index through a maximum of three years after publication or through the end of the decade chemical abstracts consistently provided coverage of more than two thirds of the 1960 1967 citations in the data base chemical abstracts biological abstracts index medicus and science citation index each provided coverage of 79 to 85 of the 215 citations dated 1966 and their combined coverage exceeded 98 excerpta medica section iic and chemical biological activities provided 43 and 58 coverage respectively of this same group of 215 citations,
729,730.0,the status of chemical information holm  howell  kennedy  kuney  rush  this report a summary of the status of chemical information processing is the latest in the series prepared by the national academy of sciences national research council committee on chemical information the period covered is 1969 to the present the user technological developments publications services the federal government academia and industry are the topics reviewed as related to chemical information in addition to present status trends are evaluated problems are stated and recommendations for action by appropriate bodies are included,
730,731.0,evaluation of an sdi service based on the index chemicus registry system leggate  rossiter  rowland  the index chemicus registry system icrs is the machine readable equivalent of current abstracts in chemistry index chemicus cac ic in an earlier paper we described the development of an experimental selective dissemination of information sdi service based on these tapes a detailed description of the techniques of profile construction for searching a wiswesser line notation wln structure file is given in this earlier paper the present paper describes the evaluation of the sdi service in terms both of quantitative measures of retrieval performance coverage and currency and also of user reactions to the service as expressed in their replies to a questionnaire failure analysis techniques were used to identify the reasons for retrieval failures and possible methods for improving retrieval performance a fuller description of the evaluation has been published in report form,
731,732.0,computer search center statistics on users and data bases schipma  statistics gathered over five years of operation by iit research institute s computer search center are summarized for profile terms and lists use of truncation modes use of logic operators some characteristics of ca condensates etc,
732,733.0,profiling the key to successful information retrieval o dononue  a major tool employed to enter an information source is the search profile the development of an adequate profile depends upon the aids supplied by the data bases these aids vary in their content and depth and their proper use is essential for relevant information retrieval the data bases examined are ca condensates index medicus and ba data bases several searches are presented with a study of their comparative profiles,
733,734.0,on line searching of computer data bases prewitt  the research library of rohm and haas company has been searching a variety of bibliographic data bases on line for over one year a summary of our experiences and the merits of on line searching is presented a conference call technique for driving a remote slave terminal is described,
734,735.0,journals most cited by chemists and chemical engineers barrett  barrett  the purpose of this paper is to present up to date material to indicate some of the changes that have taken place during and since world war ii for purposes of comparison the work of patterson and sheppard is represented in abbreviated form in tables 1 and 2 the results of our own study are presented as tables 3 and 4 the reader can draw several obvious conclusions about half of all the citations in tables 3 and 4 are to papers published in the 1950 s this in part reflects the present highly vigorous state of chemical investigation and its rapid expansion in recent years another striking fact is that in the journal of the american chemical society 39 5 of the citations are to previous work published in the journal itself in industrial and engineering chemistry the percentage of self citations is 21 3 to some extent this may result from the fact that writers who habitually publish in a particular journal tend to cite their own work however it seems to reflect to a greater degree the dominance of these journals in their respective fields more than 38 of the citations in industrial and engineering chemistry are to various american chemical society publications in the journal of the american chemical society more than 45 of the citations are to society publications,
735,736.0,overview of the nas nrc conference on large data bases williams  in 1971 the committee on chemical information of the national academy of sciences national research council recognized the problem of large data bases and accordingly created a subcommittee to investigate the problem and its impact on chemical information the first task of the large data base subcommittee was to survey organizations that generate and or process large data bases giering has indicated several different ways in which one can view a data base as being large it can be large in terms of having a large number of entries or records or bibliographic references it can be large in the sense of having a large number of fields or data elements which implies a degree of complexity it can be thought of as large in the sense of having a large number of searchable or selectable elements and it also can be large in the most readily understandable sense of having a large number of characters in storage,
736,737.0,the large data base file structure dilemma lefkovitz  this paper first presents a brief tutorial on the principal random file organization methods for handling two major applications transaction oriented systems and information storage and retrieval systems it then addresses a particular large data base dilemma not satisfactorily resolved by any of these methods and which is currently under active investigation two approaches to a solution are described one is called the hybrid inverted list the other is based upon an old technique called super imposed coding the former has been implemented and has recently been installed in an operational system some statistics related to file characteristics in this application are provided but operational cost and performance statistics are not yet available,
737,738.0,substructure searching of computer readable chemical abstracts service ninth collective index nomenclature files fisanick  mitchell  scott  stouw  the increasing availability of computer readable files of chemical nomenclature and of programs for text searching has led to the development of methods for performing substructure searches in which ca nomenclature terms are used as search terms substructure searches on ca index nomenclature can often result in very high recall relative to topological searches as is shown by experimental results achieved on a variety of searches many data bases which contain ca index nomenclature also contain nonsubstance data thus searching of substance and nonsubstance data can often be done within a single search of a file with both high recall and relevancy profile construction aids prepared by cas make it possible for persons without sophisticated nomenclature backgrounds to construct nomenclature profiles for many questions,
738,739.0,a rapid generalized minicomputer text search system incorporating algebraic entry of boolean strategies lowry  this paper presents a rapid and efficient generalized minicomputer text searching system the system has been applied to chemical condensates and enjoys search speeds comparable to services operating on large computer systems complete boolean algebraic search strategy expressions may be used as direct entries and all forms of transaction are automatically processed benchmark search speeds and results are presented for realistic profiles serving varied research groups in a major university chemistry department,
739,740.0,searching ca condensates on line vs the ca keyword indexes michaels  a study was conducted to compare the comprehensiveness of searches performed using systems development corporation s sdc chemcon data base and keyword indexes of chemical abstracts it was concluded that in most cases a computer search yielded at least as many relevant references as did a manual search however in the case of very general search questions results from manual searches were much more satisfactory,
740,741.0,searching chemical abstracts vs ca condensates buntrock  as of march 1975 as much as four and one half years of chemical abstracts indexes and on line accessible chemical abstracts condensates can be compared although combined searches of both data bases are the most effective examples are shown in which it is more practical and efficient to search ca condensates chemcon and chem7071 the on line versions of ca condensates loaded at system development corp sdc are compared with ca indexes,
741,742.0,searching the chemical abstracts condensates data base via two on line systems prewitt  a comparison of the most used features of system development corporation s orbit and lockheed s dialog systems is made especially in reference to conducting searchers of chemical abstracts condensates many of the operations are similar in nature however the capabilities are sufficiently different that an experienced searcher can select the system which gives the best results,
742,743.0,a survey of the use of on line computer based scientific search services by academic libraries marshall  to explore their use of on line computer based bibliographic search services a one page questionnaire was sent to 100 academic libraries in the united states having separate departmental chemistry or science libraries an attempt was made to determine the background training of the persons performing the searches who the end users were the growth trend the funding the data bases used and the value to the users of the 73 replies 49 3 indicated use of such services while 24 6 were planning to use them primarily by faculty and graduate students of those reporting 83 3 used searchers with a background in library or information science 47 2 had a background in scientific discipline two or more on line services were used by 72 2 a majority of respondents stated that the use paid all expenses or a portion of the expenses the searches met the needs of the use most of the time in 83 3 of the cases and all of the time in 5 4,
743,744.0,semiconductor journals hawkins  using an on line literature searching system the number of papers in many journals dealing with semiconductors was determined the journals are ranked by the percentage of their contents devoted to semiconductors and by the total number of semiconductors papers are published only four journals devote over half of their contents to semiconductors papers approximately half of the 19 646 papers which were found in 91 journals appeared in eight journals,
744,745.0,a fuzzy set theoretic interpretation of linguistic hedges zadeh  a basic idea suggested in this paper is that a linguistic hedge such as very more or less much essentially slightly etc may be viewed as an operator which acts on the fuzzy set representing the meaning of its operand for example in the case of the composite term very tall man the operator very acts on the fuzzy meaning of the term tall man to represent a hedge as an operator it is convenient to define several elementary operations on fuzzy sets from which more complicated operations may be built up by combination or composition in this way an approximate representation for a hedge can be expressed in terms of such operations as complementation intersection concentration dilation contrast intensification fuzzification accentuation etc two categories of hedges are considered in the case of hedges of type i e g very much more or less slightly etc the hedge can be approximated by an operator acting on a single fuzzy set in the case of hedges of type ii e g technically essentially practically etc the effect of the hedge is more complicated requiring a description of the manner in which the components of its operand are modified if in addition the characterization of a hedge requires a consideration of a metric or proximity relation in the space of its operand then the hedge is said to be of type ip or iip depending on whether it falls into category i or ii the approach is illustrated by constructing operator representations for several relatively simple hedges such as very more or less much slightly etc more complicated hedges whose effect is strongly context dependent require the use of a fuzzy algorithmic mode of characterization which is more qualitative in nature than the approach described in the present paper,
745,746.0,subject indexes and automatic document retrieval transformations  language  index entries from the subject indexes to ca can in general be converted to normal or title like phrases by applying simple tests to the positions of prepositions and conjunctions in the entries other more complex entries can be transformed after somewhat deeper analysis these manipulations are a necessary preliminary step to the use of the subject index language in retrieval,
746,747.0,the law of constant citation for scientific literature gomperts  in listing the literature concerning the subject of vibrating plates the following law was noticed rj x aj t constant 5x6 where rj is the citation factor for the year j and aj t stands for the total number of articles that have appeared up to and including year j this citation law is based on the remarkable fact that in more than 150 years the mean number of relevant citations per article per year has remained constant viz 2x8 in spite of the fact that after 1950 three times as many articles have been published as in the period before 1950,
747,748.0,the derivation and application of the bradford zipf distribution brookes  any statistical regularities found in documentation should be fully exploited to produce estimates or predictions and to save documentalists work but present formulations of the bradford distribution demand penetrating search for peripheral papers and tedious computation in application the present paper shows that the bradford distribution is closely related to the zipf distribution it requires data on only the most productive journals is mathematically simple and amenable to graphical methods if a proposed idea of the completeness of a search is accepted for comparability of results certain conditions which include a specified minimum level of productivity of journals need to be standardized a standard form is suggested it is found however that a modified form of the bradford distribution is required when bradford type collections of journals are merged into large collections when saturation of the most productive journals occurs,
748,749.0,statistical bibliography or bibliometrics pritchard  the term statistical bibliography seems to have been first used by e wyndham hulme in 1922 when he delivered two lectures as the sandars reader in bibliography at the university of cambridge subsequently the lectures were published as a book although the debt has never been explicitly recognized by means of citations hulme anticipated modern work on the history of science he used the term to mean the illumination of the processes of science and technology by means of counting documents hulme both summarized the results of cole and eales and produced original work on the growth of uk patents relating these to social progress in the uk and on the changes displayed in the international catalogue of scientific literature relating changes in subject and country production of literature to international developments,
749,750.0,the effect of growth on the obsolescence of semiconductor physics literature oliver  semiconductor physics literature is studied in order to investigate recent hypotheses relating obsolescence to the growth in periodical literature and the growth in the number of contributing scientists the results indicate that obsolescence remains constant and that the two growth rates are within experimental error of equal magnitude for this subject over a five year period these results are seen to be inconsistent with the assumption that an exponentially growing literature possesses a constant utility,
750,751.0,the ambiguity of bradford s law wilkinson  recent discussion of bradford s law of scatter has been founded on two formulations that are not mathematically equivalent a method of comparing the two formulations against empirical data is developed and the results using four sets of existing data are discussed the results show that one particular formulation is more consistent with the practical situation,
751,752.0,on the inverse relationship of recall and precision cleverdon  it is now ten years since some slight experimental evidence was presented which appeared to support the hypothesis that there was an inverse relationship between recall and precision the idea of this was certainly not new fairthorne had more than implied it in his discussions on obna and abno systems i e only but not all high precision and all but not only high recall however it was one of the propositions arising from cranfield i which met with strong opposition and was quite rightly attacked in reply to the critical review by swanson i had to agree that the simple hypothesis required modification by the following year test results coming from the experiments by salton and from cranfield ii made further modification necessary and the hypothesis was finally put forward to read as follows within a single system assuming that a sequence of subsearches for a particular question is made in the logical order of expected decreasing precision and the requirements are those stated in the question there is an inverse relationship between recall and precision if the results of a number of different searches are averaged this it will be noted has four qualifications to the basic statement,
752,753.0,source of citations and references for analysis purposes a comparative assessment brittain  the uses to which analysis of bibliographical references and citations can be put are categorized five sources of references and citations are identified and their advantages and disadvantages for various purposes assessed and compared comparative studies of different sources are urged,
753,754.0,a test for the separation of relevant and non relevant documents in experimental retrieval collections jones  many retrieval experiments are intended to discover ways of improving performance taking the results obtained with some particular technique as a baseline the fact that substantial alterations to a system often have little or no effect on particular collections is puzzling this may be due to the initially poor separation of relevant and non relevant documents the paper presents a procedure for characterizing this separation for the collection which can be used to show whether proposed modifications of the base system are likely to be useful,
754,755.0,the journal of documentation bhattacharyya  this paper examines the implications of the findings of evaluative tests regarding the retrieval performance of natural language in various subject fields it suggests parallel investigations into the structure of natural language with particular reference to terminology as used in the different branches of basic science the criteria for defining the terminological consistency of a subject are formulated and a measure suggested for determining the degree of terminological consistency the terminological and information structures of specific disciplines such as chemistry physics botany zoology and geology the circumstances in which terms originate and the efforts made by the international scientific community to standardize the terminology in their respective disciplines are examined in detail this investigation shows why and how an artificially created scientific language finds it impossible to keep pace with current developments and thus points to the source of natural language,
755,756.0,optimization of library expenditure on biochemical journals line  in a 1973 paper sengupta analysed references to biochemical journals in an attempt to provide a guide for librarians with a limited budget he not only ranked journals by the absolute number of citations made to 1969 volumes but related the number of citations to the number of papers and even to the number of words in each journal as perhaps a better guide to selection of journals for subscription than position in the ranking list a similar procedure is adopted in two more recent articles by sengupta on physiology and microbiology journals,
756,757.0,citation analyses as indicators of the use of serials a comparison of ranked title lists produced by citation counting and from use data scales  lists of journals ranked according to number of citations received are frequently used as indicators of usefulness but little research has been carried out to test the validity of this hypothesis on comparing lists of titles of journals ranked by citation counting with lists of the same journals ranked according to frequency of use using data from a survey at the national lending library it was found that the rank order correlation between the two was low this suggestions that ranked lists produced by analyses of citations do not constitute valid guides for journal selection by libraries,
757,758.0,a scientific theory of classification and indexing and its practical application farradane  a classification is a theory of the structure of knowledge from a discussion of the nature of truth it is held that scientific knowledge is the only knowledge which can be regarded as true the method of induction from empirical data is therefore applied to the construction of a classification items of knowledge are divided into uniquely definable terms called isolates and the relations between them called operators it is shown that only four basic operators exist expressing appurtenance equivalence reaction and causation using symbols for these operators all subjects can be analysed in a linear form called an analet with the addition of the permissible permutations of such analets formed according to simple rules alphabetical arrangement of the first terms provides a complete logical subject index examples are given and possible difficulties are considered a classification can then be constructed by selection of deductive relations arranged in hierarchical form the nature of possible classifications is discussed it is claimed that such an inductively constructed classification is the only true representation of the structure of knowledge and that these principles provide a simple technique for accurately and fully indexing and classifying any given set of data with complete flexibility,
758,759.0,a new look at reference scattering cole  it was first observed by bradford that for a large collection of journal references on a given subject most of the articles are derived from a small proportion of the total titles bradford listed the journals concerned in order of decreasing productivity and by plotting the logarithms of the cumulative totals of titles against the cumulative totals of relevant articles produced he obtained a straight line similar results have been obtained by many later workers the pattern is illustrated by table i which shows the distribution of references among journal titles obtained by the author during a study of literature usage in the petroleum industry on the basis of these results bradford then formulated a simple mathematical model to describe reference scattering vickery later pointed out that this law of scattering predicted not a straight line but a curve kendall has now provided a more refined statistical explanation of the straight line observed by bradford,
759,760.0,the foreign language problem facing scientists and technologists in the united kingdom report of a recent survey wood  the foreign language barrier facing british scientists is a function of a the amount and value of foreign scientific literature produced b the linguistic ability of the people wishing to read it and c the availability and effectiveness of translation services to obtain quantitative data on these points the nll has recently conducted a survey amongst scientists and librarians in the united kingdom and the present paper presents the more important results the survey has shown that the language problem is of considerable magnitude and is common to the majority of scientists and technologists the languages creating the most difficulty are russian german and japanese it has also indicated that local translation facilities are not particularly effective and that as far as national facilities are concerned british scientists are largely unaware of existing services which might help them to overcome their difficulties the results of the investigation suggest a number of lines of action which the appropriate authorities might follow the most important would seem to be the publishing of a international index to translations and the creation within the united kingdom of a centralized japanese translation service,
760,761.0,minimum vocabularies in information indexing moss  words have no precision though in information storage and retrieval we are required to act as if they did we have therefore to impose certain arbitrary conditions to reduce the element of personal interpretation meaning must be remove from the indexing stage to that of vocabulary construction vocabularies can be reduced to a minimum first to a core of terms used in specialist science and following russel ultimately to undefined terms symbolic of sense experience basic english has shown similar minimizing to be feasible for a natural language the success of batten cards shown that the principle could be equally applicable to specialist indexing vocabularies,
761,762.0,opening the black box of relevance katter  the purpose of this project was to identify variables thought to affect relevance judgements and conduct a series of laboratory studies to determine the effects of these variables on relevance judgements this paper discusses the variable of implicit use orientations the particular attitude taken by a subject judge about the intended use of a document one hundred and forty judges rated each of nine abstracts for relevance to several short information requirement statements the some judges then repeated the ratings each adopting assuming one of the fourteen use orientations described to them it was found that the particular use orientation assumed by the judge has a marked effect on relevance judgements it was also found that implicit use orientations can be analysed in terms of their underlying structure and that their study offers the possibility of discovering the conditions under which one person can accurately simulate and use the implicit use orientations of another relevance judgements have been used as a basis of measures designed to evaluate the effectiveness of information retrieval system this judgements have usually been accepted at face value and have not been subjected to critical scrutiny there is reason to believe however that as ordinarily obtained they may be unreliable and sensitive to a number of conditions of measurement that have not been carefully controlled in previous evaluation studies,
762,763.0,current awareness needs of physicists results of an anglo american study slater  an outline of methods and summary of findings of a study of american british and overseas physicists this project was conducted by aslib research department acting for the institution of electrical engineers and the american institute of physics it took place in 1966 the first year of publication of current papers in physics aims were to assess the need for and reactions to this new current awareness journal and suggestions for improvement and to obtain background information on the current awareness requirements of the physics community,
763,764.0,progress in documentation line  sandison  the term obsolescence occurs frequently in the literature of librarianship and information science in numerous papers we are told how most published literature becomes obsolete within a measurable time and that an item receives half the uses it will ever receive half life in a few years obsolescence is however very rarely defined and its validity interest and practical value are often assumed rather than explained before reviewing studies on obsolescence therefore it is necessary to look at the concept and to identify the reasons why it should be of interest,
764,765.0,bradford s law of scattering vickery  these authors collected a large number of references to a certain subject and arranged the periodicals in which the references occurred in order of decreasing productivity thus for applied geophysics they found loc cit p 112 1 periodical containing 93 references 1 containing 86 4 containing 16 49 containing 2 and 169 containing only 1 reference they then made cumulative totals for the two sets of figures so that in the t most productive periodicals there occurred in all r references bradford then plotted log t against r and his curves are reproduced as b and c in fig 1 an exactly similar procedure for periodical references borrowed by butterwick resulted in curve a in both a and b after an initial steep rise up to about r 500 the curves approximate to a straight line r a log t b,
765,766.0,a national loan policy for scientific serials urquhart  bunn  elsewhere 1 a survey has been reported of the use of the serials in the science museum library in brief this showed that where the science museum library s copy of a serial was frequently used this serial was widely held and that the converse was true in fact it appears that the use of the science museum s copy of a periodical is a rough measure of the national loan use of library copies,
766,767.0,journal usage versus age of journal cole  the effective planning of technical libraries would be greatly facilitated if there were some theoretical basis which could be used to predict the probable distribution by titles and by age of journal of future journal demand as a first step the author has recently developed a general expression for the distribution among journal titles of large groups of journal references in this present paper a relationship between usage and age of journal is established and the application of this relationship to some library planning problems is illustrated,
767,768.0,student attitudes to the university library a survey at southampton university line  a good deal is now known about the use made by students of university libraries notably from the surveys carried out by leeds university library in 1957 and 1960 statistics of use however will not by themselves indicate how good a library is whether as a bookstock a building or an administrative department how adequate is the bookstock how fully is it being exploited how important are physical and personal elements these are questions librarians are continually asking themselves but they are also questions readers could be asked directly or indirectly,
768,769.0,keywords and clumps needham  jones  recent work at the cambridge language research unit has been concerned with the development of automatic classification procedures for information retrieval this has taken the form of research into methods of classification of keywords extracted from documents with a view to using the classes found for co ordinate indexing of technical material we cannot claim to have solved this problem because the methods we have been able to develop so far cannot be applied on a sufficiently large scale we have however made enough progress to make us feel that this a fruitful line of research,
769,770.0,tests on abstracts journals martyn  slater  the amount of scientific and technical information published annually in the form of journal articles conference papers reports theses patents and books now greatly exceeds in every field of interest the amount which may be scanned by a scientist wishing to keep himself completely up to date in his own subject for a scientist wishing to inform himself of new developments in neighbouring subject fields the problem is even greater consequently either the scientist reconciles himself to the knowledge that he is not aware of all relevant information in his field or he places increasingly more reliance on such bibliographic tools as are available to guide him towards the relevant literature first among such tools is the abstracts journal,
